"Date","State","Employed_Persons"
"Sep-1985","Victoria",1811.7
"Sep-1985","Queensland",1083.2
"Sep-1985","South.Australia",586
"Sep-1985","Western.Australia",637
"Sep-1985","Tasmania",179.8
"Sep-1985","Northern.Territory",68.8
"Sep-1985","Australian.Capital.Territory",123.6
"Oct-1985","New.South.Wales",2312.9
"Oct-1985","Victoria",1786.7
"Oct-1985","Queensland",1075.2
"Oct-1985","South.Australia",586.6
"Oct-1985","Western.Australia",638.3
"Oct-1985","Tasmania",180.4
"Oct-1985","Northern.Territory",68
"Oct-1985","Australian.Capital.Territory",123
"Nov-1985","New.South.Wales",2348.5
"Nov-1985","Victoria",1828.7
"Nov-1985","Queensland",1091.1
"Nov-1985","South.Australia",593.3
"Nov-1985","Western.Australia",648.8
"Nov-1985","Tasmania",180.8
"Nov-1985","Northern.Territory",67.6
"Nov-1985","Australian.Capital.Territory",123
"Dec-1985","New.South.Wales",2352.6
"Dec-1985","Victoria",1840.9
"Dec-1985","Queensland",1095.2
"Dec-1985","South.Australia",596.2
"Dec-1985","Western.Australia",651
"Dec-1985","Tasmania",181.4
"Dec-1985","Northern.Territory",67.9
"Dec-1985","Australian.Capital.Territory",125.8
"Jan-1986","New.South.Wales",2305.5
"Jan-1986","Victoria",1796.4
"Jan-1986","Queensland",1062.8
"Jan-1986","South.Australia",582.5
"Jan-1986","Western.Australia",640.5
"Jan-1986","Tasmania",176.3
"Jan-1986","Northern.Territory",68.1
"Jan-1986","Australian.Capital.Territory",121.5
"Feb-1986","New.South.Wales",2339.9
"Feb-1986","Victoria",1824.1
"Feb-1986","Queensland",1077.3
"Feb-1986","South.Australia",597.9
"Feb-1986","Western.Australia",647.1
"Feb-1986","Tasmania",179.7
"Feb-1986","Northern.Territory",70.3
"Feb-1986","Australian.Capital.Territory",125.6
"Mar-1986","New.South.Wales",2370.2
"Mar-1986","Victoria",1857.8
"Mar-1986","Queensland",1095
"Mar-1986","South.Australia",601.9
"Mar-1986","Western.Australia",655.3
"Mar-1986","Tasmania",182.3
"Mar-1986","Northern.Territory",72.2
"Mar-1986","Australian.Capital.Territory",127.3
"Apr-1986","New.South.Wales",2383.3
"Apr-1986","Victoria",1853.3
"Apr-1986","Queensland",1111.8
"Apr-1986","South.Australia",608
"Apr-1986","Western.Australia",658.9
"Apr-1986","Tasmania",183.3
"Apr-1986","Northern.Territory",70.9
"Apr-1986","Australian.Capital.Territory",128.4
"May-1986","New.South.Wales",2370.8
"May-1986","Victoria",1851.9
"May-1986","Queensland",1102.9
"May-1986","South.Australia",608.1
"May-1986","Western.Australia",659.7
"May-1986","Tasmania",184
"May-1986","Northern.Territory",73.3
"May-1986","Australian.Capital.Territory",128.2
"Jun-1986","New.South.Wales",2378.2
"Jun-1986","Victoria",1856.2
"Jun-1986","Queensland",1118.7
"Jun-1986","South.Australia",606.7
"Jun-1986","Western.Australia",660.9
"Jun-1986","Tasmania",183
"Jun-1986","Northern.Territory",74.3
"Jun-1986","Australian.Capital.Territory",129.8
"Jul-1986","New.South.Wales",2371.7
"Jul-1986","Victoria",1854.2
"Jul-1986","Queensland",1109.8
"Jul-1986","South.Australia",601.7
"Jul-1986","Western.Australia",667
"Jul-1986","Tasmania",185.5
"Jul-1986","Northern.Territory",71
"Jul-1986","Australian.Capital.Territory",130.6
"Aug-1986","New.South.Wales",2339.2
"Aug-1986","Victoria",1828.6
"Aug-1986","Queensland",1111
"Aug-1986","South.Australia",596.9
"Aug-1986","Western.Australia",659.3
"Aug-1986","Tasmania",183.1
"Aug-1986","Northern.Territory",71.3
"Aug-1986","Australian.Capital.Territory",129.1
"Sep-1986","New.South.Wales",2366.6
"Sep-1986","Victoria",1878.4
"Sep-1986","Queensland",1133.1
"Sep-1986","South.Australia",605.3
"Sep-1986","Western.Australia",670
"Sep-1986","Tasmania",184.9
"Sep-1986","Northern.Territory",75.2
"Sep-1986","Australian.Capital.Territory",127.1
"Oct-1986","New.South.Wales",2368
"Oct-1986","Victoria",1881
"Oct-1986","Queensland",1125.3
"Oct-1986","South.Australia",602.3
"Oct-1986","Western.Australia",666.6
"Oct-1986","Tasmania",184.1
"Oct-1986","Northern.Territory",73
"Oct-1986","Australian.Capital.Territory",130
"Nov-1986","New.South.Wales",2371.5
"Nov-1986","Victoria",1871.8
"Nov-1986","Queensland",1137.6
"Nov-1986","South.Australia",610.9
"Nov-1986","Western.Australia",663.3
"Nov-1986","Tasmania",182.7
"Nov-1986","Northern.Territory",70.8
"Nov-1986","Australian.Capital.Territory",125.6
"Dec-1986","New.South.Wales",2401.1
"Dec-1986","Victoria",1903.8
"Dec-1986","Queensland",1142
"Dec-1986","South.Australia",616.6
"Dec-1986","Western.Australia",667.8
"Dec-1986","Tasmania",187.9
"Dec-1986","Northern.Territory",71.6
"Dec-1986","Australian.Capital.Territory",125.9
"Jan-1987","New.South.Wales",2325.2
"Jan-1987","Victoria",1853.7
"Jan-1987","Queensland",1103.9
"Jan-1987","South.Australia",596.2
"Jan-1987","Western.Australia",650.7
"Jan-1987","Tasmania",181.8
"Jan-1987","Northern.Territory",72.2
"Jan-1987","Australian.Capital.Territory",118.8
"Feb-1987","New.South.Wales",2363.9
"Feb-1987","Victoria",1881.5
"Feb-1987","Queensland",1125.4
"Feb-1987","South.Australia",603.7
"Feb-1987","Western.Australia",665.5
"Feb-1987","Tasmania",184.3
"Feb-1987","Northern.Territory",73.1
"Feb-1987","Australian.Capital.Territory",124.8
"Mar-1987","New.South.Wales",2406.2
"Mar-1987","Victoria",1923
"Mar-1987","Queensland",1136
"Mar-1987","South.Australia",610.6
"Mar-1987","Western.Australia",670.5
"Mar-1987","Tasmania",185.4
"Mar-1987","Northern.Territory",75.3
"Mar-1987","Australian.Capital.Territory",126.4
"Apr-1987","New.South.Wales",2397.3
"Apr-1987","Victoria",1913.3
"Apr-1987","Queensland",1131.4
"Apr-1987","South.Australia",612.1
"Apr-1987","Western.Australia",668.8
"Apr-1987","Tasmania",185.7
"Apr-1987","Northern.Territory",75.2
"Apr-1987","Australian.Capital.Territory",125.8
"May-1987","New.South.Wales",2389.9
"May-1987","Victoria",1921.9
"May-1987","Queensland",1129.5
"May-1987","South.Australia",608.2
"May-1987","Western.Australia",668.3
"May-1987","Tasmania",181.1
"May-1987","Northern.Territory",74.4
"May-1987","Australian.Capital.Territory",130.2
"Jun-1987","New.South.Wales",2403.9
"Jun-1987","Victoria",1920.9
"Jun-1987","Queensland",1130.3
"Jun-1987","South.Australia",608.8
"Jun-1987","Western.Australia",678.4
"Jun-1987","Tasmania",182
"Jun-1987","Northern.Territory",75
"Jun-1987","Australian.Capital.Territory",129.6
"Jul-1987","New.South.Wales",2419.3
"Jul-1987","Victoria",1937.5
"Jul-1987","Queensland",1135.2
"Jul-1987","South.Australia",607.1
"Jul-1987","Western.Australia",684
"Jul-1987","Tasmania",182.4
"Jul-1987","Northern.Territory",75.9
"Jul-1987","Australian.Capital.Territory",134.2
"Aug-1987","New.South.Wales",2378.3
"Aug-1987","Victoria",1923.5
"Aug-1987","Queensland",1129.6
"Aug-1987","South.Australia",600.4
"Aug-1987","Western.Australia",677.1
"Aug-1987","Tasmania",180.6
"Aug-1987","Northern.Territory",72.1
"Aug-1987","Australian.Capital.Territory",130.6
"Sep-1987","New.South.Wales",2442.1
"Sep-1987","Victoria",1920.5
"Sep-1987","Queensland",1142.4
"Sep-1987","South.Australia",609.4
"Sep-1987","Western.Australia",690.4
"Sep-1987","Tasmania",181
"Sep-1987","Northern.Territory",69.3
"Sep-1987","Australian.Capital.Territory",131.5
"Oct-1987","New.South.Wales",2434
"Oct-1987","Victoria",1920.6
"Oct-1987","Queensland",1137.5
"Oct-1987","South.Australia",607.9
"Oct-1987","Western.Australia",693.7
"Oct-1987","Tasmania",182
"Oct-1987","Northern.Territory",67.6
"Oct-1987","Australian.Capital.Territory",134.2
"Nov-1987","New.South.Wales",2434.5
"Nov-1987","Victoria",1920.7
"Nov-1987","Queensland",1144.8
"Nov-1987","South.Australia",608.5
"Nov-1987","Western.Australia",688.5
"Nov-1987","Tasmania",183.4
"Nov-1987","Northern.Territory",66.3
"Nov-1987","Australian.Capital.Territory",135.5
"Dec-1987","New.South.Wales",2495.2
"Dec-1987","Victoria",1961.6
"Dec-1987","Queensland",1158.7
"Dec-1987","South.Australia",619.8
"Dec-1987","Western.Australia",699.2
"Dec-1987","Tasmania",191.8
"Dec-1987","Northern.Territory",66.1
"Dec-1987","Australian.Capital.Territory",138.4
"Jan-1988","New.South.Wales",2467
"Jan-1988","Victoria",1905.5
"Jan-1988","Queensland",1124.8
"Jan-1988","South.Australia",604.2
"Jan-1988","Western.Australia",686.3
"Jan-1988","Tasmania",188.4
"Jan-1988","Northern.Territory",61.8
"Jan-1988","Australian.Capital.Territory",131.5
"Feb-1988","New.South.Wales",2488.1
"Feb-1988","Victoria",1919.4
"Feb-1988","Queensland",1148.6
"Feb-1988","South.Australia",609.6
"Feb-1988","Western.Australia",691.8
"Feb-1988","Tasmania",187.7
"Feb-1988","Northern.Territory",63.8
"Feb-1988","Australian.Capital.Territory",138.3
"Mar-1988","New.South.Wales",2540.7
"Mar-1988","Victoria",1951.4
"Mar-1988","Queensland",1177.6
"Mar-1988","South.Australia",624.6
"Mar-1988","Western.Australia",707
"Mar-1988","Tasmania",191.9
"Mar-1988","Northern.Territory",63.2
"Mar-1988","Australian.Capital.Territory",141.2
"Apr-1988","New.South.Wales",2525.6
"Apr-1988","Victoria",1953.5
"Apr-1988","Queensland",1186.3
"Apr-1988","South.Australia",620.8
"Apr-1988","Western.Australia",700.2
"Apr-1988","Tasmania",193.8
"Apr-1988","Northern.Territory",62.4
"Apr-1988","Australian.Capital.Territory",140.8
"May-1988","New.South.Wales",2496.2
"May-1988","Victoria",1935.4
"May-1988","Queensland",1199.9
"May-1988","South.Australia",619.4
"May-1988","Western.Australia",701.6
"May-1988","Tasmania",194.2
"May-1988","Northern.Territory",68.4
"May-1988","Australian.Capital.Territory",139.8
"Jun-1988","New.South.Wales",2509.9
"Jun-1988","Victoria",1943.7
"Jun-1988","Queensland",1194
"Jun-1988","South.Australia",620.6
"Jun-1988","Western.Australia",711
"Jun-1988","Tasmania",191.5
"Jun-1988","Northern.Territory",67.8
"Jun-1988","Australian.Capital.Territory",139.8
"Jul-1988","New.South.Wales",2511.4
"Jul-1988","Victoria",1943.7
"Jul-1988","Queensland",1203.3
"Jul-1988","South.Australia",620.8
"Jul-1988","Western.Australia",711.7
"Jul-1988","Tasmania",189.9
"Jul-1988","Northern.Territory",65.8
"Jul-1988","Australian.Capital.Territory",136.4
"Aug-1988","New.South.Wales",2496.3
"Aug-1988","Victoria",1930.4
"Aug-1988","Queensland",1199.2
"Aug-1988","South.Australia",617.9
"Aug-1988","Western.Australia",712.3
"Aug-1988","Tasmania",188.7
"Aug-1988","Northern.Territory",70.3
"Aug-1988","Australian.Capital.Territory",138.1
"Sep-1988","New.South.Wales",2531.4
"Sep-1988","Victoria",1981.8
"Sep-1988","Queensland",1228.1
"Sep-1988","South.Australia",628.2
"Sep-1988","Western.Australia",733.5
"Sep-1988","Tasmania",188.9
"Sep-1988","Northern.Territory",74.3
"Sep-1988","Australian.Capital.Territory",136.9
"Oct-1988","New.South.Wales",2533.3
"Oct-1988","Victoria",1961.8
"Oct-1988","Queensland",1225
"Oct-1988","South.Australia",631.4
"Oct-1988","Western.Australia",728.8
"Oct-1988","Tasmania",187.1
"Oct-1988","Northern.Territory",73.1
"Oct-1988","Australian.Capital.Territory",136.6
"Nov-1988","New.South.Wales",2527.5
"Nov-1988","Victoria",1985.8
"Nov-1988","Queensland",1228.4
"Nov-1988","South.Australia",640
"Nov-1988","Western.Australia",729.1
"Nov-1988","Tasmania",185.9
"Nov-1988","Northern.Territory",73.1
"Nov-1988","Australian.Capital.Territory",138.9
"Dec-1988","New.South.Wales",2547.7
"Dec-1988","Victoria",2028.8
"Dec-1988","Queensland",1252.8
"Dec-1988","South.Australia",643.3
"Dec-1988","Western.Australia",743.4
"Dec-1988","Tasmania",189.9
"Dec-1988","Northern.Territory",74.6
"Dec-1988","Australian.Capital.Territory",142.5
"Jan-1989","New.South.Wales",2498.3
"Jan-1989","Victoria",1953.7
"Jan-1989","Queensland",1221.6
"Jan-1989","South.Australia",628.1
"Jan-1989","Western.Australia",728.4
"Jan-1989","Tasmania",183.3
"Jan-1989","Northern.Territory",77.8
"Jan-1989","Australian.Capital.Territory",132.5
"Feb-1989","New.South.Wales",2548.6
"Feb-1989","Victoria",2004.4
"Feb-1989","Queensland",1240.4
"Feb-1989","South.Australia",639.7
"Feb-1989","Western.Australia",734.5
"Feb-1989","Tasmania",184.9
"Feb-1989","Northern.Territory",78.4
"Feb-1989","Australian.Capital.Territory",135.7
"Mar-1989","New.South.Wales",2563
"Mar-1989","Victoria",2026.3
"Mar-1989","Queensland",1253.9
"Mar-1989","South.Australia",650.8
"Mar-1989","Western.Australia",734.3
"Mar-1989","Tasmania",186.3
"Mar-1989","Northern.Territory",80.4
"Mar-1989","Australian.Capital.Territory",139.7
"Apr-1989","New.South.Wales",2578.9
"Apr-1989","Victoria",2039.2
"Apr-1989","Queensland",1258.8
"Apr-1989","South.Australia",648.8
"Apr-1989","Western.Australia",739.5
"Apr-1989","Tasmania",190.6
"Apr-1989","Northern.Territory",84.1
"Apr-1989","Australian.Capital.Territory",138.7
"May-1989","New.South.Wales",2593.4
"May-1989","Victoria",2054.6
"May-1989","Queensland",1280.3
"May-1989","South.Australia",644.2
"May-1989","Western.Australia",735.7
"May-1989","Tasmania",193.8
"May-1989","Northern.Territory",77.3
"May-1989","Australian.Capital.Territory",141.6
"Jun-1989","New.South.Wales",2591.1
"Jun-1989","Victoria",2050.5
"Jun-1989","Queensland",1281.8
"Jun-1989","South.Australia",643.5
"Jun-1989","Western.Australia",732.6
"Jun-1989","Tasmania",191.7
"Jun-1989","Northern.Territory",77.1
"Jun-1989","Australian.Capital.Territory",142.8
"Jul-1989","New.South.Wales",2611.9
"Jul-1989","Victoria",2054.3
"Jul-1989","Queensland",1280.5
"Jul-1989","South.Australia",642.6
"Jul-1989","Western.Australia",737.6
"Jul-1989","Tasmania",194.1
"Jul-1989","Northern.Territory",78.3
"Jul-1989","Australian.Capital.Territory",141.4
"Aug-1989","New.South.Wales",2587.9
"Aug-1989","Victoria",2049.1
"Aug-1989","Queensland",1277.5
"Aug-1989","South.Australia",650.6
"Aug-1989","Western.Australia",739.5
"Aug-1989","Tasmania",195.4
"Aug-1989","Northern.Territory",73.8
"Aug-1989","Australian.Capital.Territory",141.4
"Sep-1989","New.South.Wales",2635.9
"Sep-1989","Victoria",2085.3
"Sep-1989","Queensland",1298.8
"Sep-1989","South.Australia",657
"Sep-1989","Western.Australia",747.8
"Sep-1989","Tasmania",198.1
"Sep-1989","Northern.Territory",75.7
"Sep-1989","Australian.Capital.Territory",143.1
"Oct-1989","New.South.Wales",2622.9
"Oct-1989","Victoria",2071.8
"Oct-1989","Queensland",1300.4
"Oct-1989","South.Australia",647
"Oct-1989","Western.Australia",748
"Oct-1989","Tasmania",200.2
"Oct-1989","Northern.Territory",75.7
"Oct-1989","Australian.Capital.Territory",140.5
"Nov-1989","New.South.Wales",2644.9
"Nov-1989","Victoria",2078.3
"Nov-1989","Queensland",1317.6
"Nov-1989","South.Australia",650.8
"Nov-1989","Western.Australia",745.4
"Nov-1989","Tasmania",200.3
"Nov-1989","Northern.Territory",81.6
"Nov-1989","Australian.Capital.Territory",143.6
"Dec-1989","New.South.Wales",2666.8
"Dec-1989","Victoria",2098.1
"Dec-1989","Queensland",1330.8
"Dec-1989","South.Australia",653.7
"Dec-1989","Western.Australia",756.6
"Dec-1989","Tasmania",205
"Dec-1989","Northern.Territory",79.3
"Dec-1989","Australian.Capital.Territory",145.2
"Jan-1990","New.South.Wales",2572.3
"Jan-1990","Victoria",2055.9
"Jan-1990","Queensland",1284.5
"Jan-1990","South.Australia",646.1
"Jan-1990","Western.Australia",732.3
"Jan-1990","Tasmania",198.3
"Jan-1990","Northern.Territory",79.5
"Jan-1990","Australian.Capital.Territory",138.8
"Feb-1990","New.South.Wales",2600.4
"Feb-1990","Victoria",2082.7
"Feb-1990","Queensland",1303.2
"Feb-1990","South.Australia",651
"Feb-1990","Western.Australia",746.3
"Feb-1990","Tasmania",198.5
"Feb-1990","Northern.Territory",78.2
"Feb-1990","Australian.Capital.Territory",142.7
"Mar-1990","New.South.Wales",2638.8
"Mar-1990","Victoria",2090.6
"Mar-1990","Queensland",1315.7
"Mar-1990","South.Australia",657.5
"Mar-1990","Western.Australia",751.3
"Mar-1990","Tasmania",201.3
"Mar-1990","Northern.Territory",77.3
"Mar-1990","Australian.Capital.Territory",141.6
"Apr-1990","New.South.Wales",2629.4
"Apr-1990","Victoria",2114.9
"Apr-1990","Queensland",1314.9
"Apr-1990","South.Australia",657.3
"Apr-1990","Western.Australia",748.7
"Apr-1990","Tasmania",203.6
"Apr-1990","Northern.Territory",76.5
"Apr-1990","Australian.Capital.Territory",142.7
"May-1990","New.South.Wales",2649.6
"May-1990","Victoria",2104.8
"May-1990","Queensland",1323.1
"May-1990","South.Australia",658.5
"May-1990","Western.Australia",745
"May-1990","Tasmania",204
"May-1990","Northern.Territory",78
"May-1990","Australian.Capital.Territory",145.5
"Jun-1990","New.South.Wales",2649.3
"Jun-1990","Victoria",2101.6
"Jun-1990","Queensland",1323
"Jun-1990","South.Australia",658.2
"Jun-1990","Western.Australia",747.1
"Jun-1990","Tasmania",199.8
"Jun-1990","Northern.Territory",77.5
"Jun-1990","Australian.Capital.Territory",143.9
"Jul-1990","New.South.Wales",2664.2
"Jul-1990","Victoria",2102.4
"Jul-1990","Queensland",1317.9
"Jul-1990","South.Australia",656
"Jul-1990","Western.Australia",753.1
"Jul-1990","Tasmania",200.6
"Jul-1990","Northern.Territory",80
"Jul-1990","Australian.Capital.Territory",145.2
"Aug-1990","New.South.Wales",2613.1
"Aug-1990","Victoria",2071.3
"Aug-1990","Queensland",1314.4
"Aug-1990","South.Australia",651.7
"Aug-1990","Western.Australia",743.6
"Aug-1990","Tasmania",197.6
"Aug-1990","Northern.Territory",73.6
"Aug-1990","Australian.Capital.Territory",142.7
"Sep-1990","New.South.Wales",2661.6
"Sep-1990","Victoria",2076.4
"Sep-1990","Queensland",1334.2
"Sep-1990","South.Australia",652.5
"Sep-1990","Western.Australia",754.2
"Sep-1990","Tasmania",201.4
"Sep-1990","Northern.Territory",79.1
"Sep-1990","Australian.Capital.Territory",146.2
"Oct-1990","New.South.Wales",2633.2
"Oct-1990","Victoria",2063.5
"Oct-1990","Queensland",1324.2
"Oct-1990","South.Australia",657.6
"Oct-1990","Western.Australia",748.3
"Oct-1990","Tasmania",200.5
"Oct-1990","Northern.Territory",77
"Oct-1990","Australian.Capital.Territory",144.6
"Nov-1990","New.South.Wales",2640.8
"Nov-1990","Victoria",2051.9
"Nov-1990","Queensland",1316.4
"Nov-1990","South.Australia",654.1
"Nov-1990","Western.Australia",738
"Nov-1990","Tasmania",202.7
"Nov-1990","Northern.Territory",78.4
"Nov-1990","Australian.Capital.Territory",144.7
"Dec-1990","New.South.Wales",2684.4
"Dec-1990","Victoria",2070.4
"Dec-1990","Queensland",1319.2
"Dec-1990","South.Australia",667
"Dec-1990","Western.Australia",751.8
"Dec-1990","Tasmania",203.7
"Dec-1990","Northern.Territory",72.6
"Dec-1990","Australian.Capital.Territory",146.6
"Jan-1991","New.South.Wales",2580.7
"Jan-1991","Victoria",1998.4
"Jan-1991","Queensland",1275.6
"Jan-1991","South.Australia",645.6
"Jan-1991","Western.Australia",731.4
"Jan-1991","Tasmania",195.8
"Jan-1991","Northern.Territory",71.7
"Jan-1991","Australian.Capital.Territory",142
"Feb-1991","New.South.Wales",2608.9
"Feb-1991","Victoria",2017.2
"Feb-1991","Queensland",1280.7
"Feb-1991","South.Australia",654
"Feb-1991","Western.Australia",731.8
"Feb-1991","Tasmania",197.8
"Feb-1991","Northern.Territory",73.3
"Feb-1991","Australian.Capital.Territory",145.2
"Mar-1991","New.South.Wales",2620.2
"Mar-1991","Victoria",1990.8
"Mar-1991","Queensland",1293
"Mar-1991","South.Australia",654.5
"Mar-1991","Western.Australia",731.3
"Mar-1991","Tasmania",200.4
"Mar-1991","Northern.Territory",76.8
"Mar-1991","Australian.Capital.Territory",148.3
"Apr-1991","New.South.Wales",2637.3
"Apr-1991","Victoria",1978.9
"Apr-1991","Queensland",1292.9
"Apr-1991","South.Australia",652.9
"Apr-1991","Western.Australia",731.8
"Apr-1991","Tasmania",199.5
"Apr-1991","Northern.Territory",76.9
"Apr-1991","Australian.Capital.Territory",147.1
"May-1991","New.South.Wales",2641.3
"May-1991","Victoria",1972.8
"May-1991","Queensland",1289.1
"May-1991","South.Australia",648.9
"May-1991","Western.Australia",735.8
"May-1991","Tasmania",195.9
"May-1991","Northern.Territory",76.1
"May-1991","Australian.Capital.Territory",143.9
"Jun-1991","New.South.Wales",2611
"Jun-1991","Victoria",1962.8
"Jun-1991","Queensland",1306.7
"Jun-1991","South.Australia",646.7
"Jun-1991","Western.Australia",730.6
"Jun-1991","Tasmania",194
"Jun-1991","Northern.Territory",80.6
"Jun-1991","Australian.Capital.Territory",145.7
"Jul-1991","New.South.Wales",2583.7
"Jul-1991","Victoria",1948.2
"Jul-1991","Queensland",1291.3
"Jul-1991","South.Australia",624.3
"Jul-1991","Western.Australia",718.9
"Jul-1991","Tasmania",195.3
"Jul-1991","Northern.Territory",75
"Jul-1991","Australian.Capital.Territory",146.2
"Aug-1991","New.South.Wales",2588.2
"Aug-1991","Victoria",1963.6
"Aug-1991","Queensland",1296.5
"Aug-1991","South.Australia",627.9
"Aug-1991","Western.Australia",728.8
"Aug-1991","Tasmania",194.3
"Aug-1991","Northern.Territory",75.3
"Aug-1991","Australian.Capital.Territory",146.1
"Sep-1991","New.South.Wales",2614.1
"Sep-1991","Victoria",1989.4
"Sep-1991","Queensland",1317
"Sep-1991","South.Australia",633.6
"Sep-1991","Western.Australia",737
"Sep-1991","Tasmania",197.9
"Sep-1991","Northern.Territory",77.1
"Sep-1991","Australian.Capital.Territory",147.1
"Oct-1991","New.South.Wales",2577
"Oct-1991","Victoria",1974.7
"Oct-1991","Queensland",1312.2
"Oct-1991","South.Australia",629.9
"Oct-1991","Western.Australia",729.1
"Oct-1991","Tasmania",196.1
"Oct-1991","Northern.Territory",74.2
"Oct-1991","Australian.Capital.Territory",144.7
"Nov-1991","New.South.Wales",2582.7
"Nov-1991","Victoria",1949.3
"Nov-1991","Queensland",1309.6
"Nov-1991","South.Australia",631
"Nov-1991","Western.Australia",731.9
"Nov-1991","Tasmania",193
"Nov-1991","Northern.Territory",72.6
"Nov-1991","Australian.Capital.Territory",144.8
"Dec-1991","New.South.Wales",2603.8
"Dec-1991","Victoria",1986.5
"Dec-1991","Queensland",1329.8
"Dec-1991","South.Australia",636.5
"Dec-1991","Western.Australia",739.4
"Dec-1991","Tasmania",197.1
"Dec-1991","Northern.Territory",73.4
"Dec-1991","Australian.Capital.Territory",145.6
"Jan-1992","New.South.Wales",2541.1
"Jan-1992","Victoria",1941.4
"Jan-1992","Queensland",1289.7
"Jan-1992","South.Australia",625.4
"Jan-1992","Western.Australia",716.1
"Jan-1992","Tasmania",191
"Jan-1992","Northern.Territory",72.6
"Jan-1992","Australian.Capital.Territory",141.6
"Feb-1992","New.South.Wales",2571.6
"Feb-1992","Victoria",1947.4
"Feb-1992","Queensland",1314
"Feb-1992","South.Australia",626
"Feb-1992","Western.Australia",725.1
"Feb-1992","Tasmania",193.4
"Feb-1992","Northern.Territory",74.7
"Feb-1992","Australian.Capital.Territory",145.1
"Mar-1992","New.South.Wales",2608.2
"Mar-1992","Victoria",1947.2
"Mar-1992","Queensland",1317.3
"Mar-1992","South.Australia",630.3
"Mar-1992","Western.Australia",727.4
"Mar-1992","Tasmania",193.2
"Mar-1992","Northern.Territory",76.7
"Mar-1992","Australian.Capital.Territory",145.9
"Apr-1992","New.South.Wales",2606.2
"Apr-1992","Victoria",1944
"Apr-1992","Queensland",1320.2
"Apr-1992","South.Australia",625.2
"Apr-1992","Western.Australia",732.1
"Apr-1992","Tasmania",194.1
"Apr-1992","Northern.Territory",78.5
"Apr-1992","Australian.Capital.Territory",143.7
"May-1992","New.South.Wales",2597.3
"May-1992","Victoria",1939.1
"May-1992","Queensland",1319.7
"May-1992","South.Australia",624.7
"May-1992","Western.Australia",735.3
"May-1992","Tasmania",191.3
"May-1992","Northern.Territory",77.6
"May-1992","Australian.Capital.Territory",146.3
"Jun-1992","New.South.Wales",2590.5
"Jun-1992","Victoria",1950.9
"Jun-1992","Queensland",1320.7
"Jun-1992","South.Australia",625.4
"Jun-1992","Western.Australia",737.7
"Jun-1992","Tasmania",190.3
"Jun-1992","Northern.Territory",76.3
"Jun-1992","Australian.Capital.Territory",145.5
"Jul-1992","New.South.Wales",2608
"Jul-1992","Victoria",1954.8
"Jul-1992","Queensland",1329.3
"Jul-1992","South.Australia",626.2
"Jul-1992","Western.Australia",736
"Jul-1992","Tasmania",192.3
"Jul-1992","Northern.Territory",75.5
"Jul-1992","Australian.Capital.Territory",146.2
"Aug-1992","New.South.Wales",2580.5
"Aug-1992","Victoria",1936.6
"Aug-1992","Queensland",1328.2
"Aug-1992","South.Australia",619.2
"Aug-1992","Western.Australia",733.6
"Aug-1992","Tasmania",192.5
"Aug-1992","Northern.Territory",77
"Aug-1992","Australian.Capital.Territory",145.9
"Sep-1992","New.South.Wales",2609.6
"Sep-1992","Victoria",1957.6
"Sep-1992","Queensland",1353.1
"Sep-1992","South.Australia",628.9
"Sep-1992","Western.Australia",743.3
"Sep-1992","Tasmania",191.6
"Sep-1992","Northern.Territory",77.4
"Sep-1992","Australian.Capital.Territory",148.2
"Oct-1992","New.South.Wales",2576.3
"Oct-1992","Victoria",1948.8
"Oct-1992","Queensland",1352.6
"Oct-1992","South.Australia",629.7
"Oct-1992","Western.Australia",738.7
"Oct-1992","Tasmania",192.2
"Oct-1992","Northern.Territory",76.6
"Oct-1992","Australian.Capital.Territory",150.7
"Nov-1992","New.South.Wales",2528.3
"Nov-1992","Victoria",1940.2
"Nov-1992","Queensland",1339.4
"Nov-1992","South.Australia",626.8
"Nov-1992","Western.Australia",737.1
"Nov-1992","Tasmania",191.1
"Nov-1992","Northern.Territory",74.3
"Nov-1992","Australian.Capital.Territory",150.2
"Dec-1992","New.South.Wales",2573.2
"Dec-1992","Victoria",1968
"Dec-1992","Queensland",1359
"Dec-1992","South.Australia",628.4
"Dec-1992","Western.Australia",744.4
"Dec-1992","Tasmania",194.1
"Dec-1992","Northern.Territory",73.6
"Dec-1992","Australian.Capital.Territory",152.7
"Jan-1993","New.South.Wales",2530.5
"Jan-1993","Victoria",1902.6
"Jan-1993","Queensland",1328.8
"Jan-1993","South.Australia",620.4
"Jan-1993","Western.Australia",739.6
"Jan-1993","Tasmania",189.7
"Jan-1993","Northern.Territory",71.6
"Jan-1993","Australian.Capital.Territory",150.4
"Feb-1993","New.South.Wales",2523.7
"Feb-1993","Victoria",1899.5
"Feb-1993","Queensland",1330.6
"Feb-1993","South.Australia",629.5
"Feb-1993","Western.Australia",734.9
"Feb-1993","Tasmania",189.2
"Feb-1993","Northern.Territory",72.6
"Feb-1993","Australian.Capital.Territory",151.2
"Mar-1993","New.South.Wales",2534.5
"Mar-1993","Victoria",1942.2
"Mar-1993","Queensland",1357.9
"Mar-1993","South.Australia",629.9
"Mar-1993","Western.Australia",761.5
"Mar-1993","Tasmania",191.1
"Mar-1993","Northern.Territory",75.3
"Mar-1993","Australian.Capital.Territory",153.3
"Apr-1993","New.South.Wales",2515.9
"Apr-1993","Victoria",1920.8
"Apr-1993","Queensland",1345
