Survey month,State and territory,Leave entitlements,Industry,Median Weekly Earnings,,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Wholesale trade,"1,298.4",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Retail trade,946.2,,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,"Transport, postal and warehousing","1,293.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Information Media and telecommunications,"1,497.9",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Financial and insurance services,"1,566.7",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,"Rental, hiring and real estate services","1,255.5",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,"Professional, scientific and technical services","1,495.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Administrative and support services,"1,054.8",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Public administration and safety,"1,400.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Education and training,"1,381.7",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Arts and recreation services,"1,080.3",,,,,,,,,,,,,,
2016,   New South Wales,Total employees,Other services,"1,127.4",,,,,,,,,,,,,,
2016,   Victoria,Total employees,"Agriculture, forestry and fishing","1,260.4",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Mining,"2,000.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Manufacturing,"1,150.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,"Electricity, gas, water and waste services","1,490.1",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Wholesale trade,"1,200.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Accommodation and food services,991.0,,,,,,,,,,,,,,
2016,   Victoria,Total employees,"Transport, postal and warehousing","1,350.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Information Media and telecommunications,"1,719.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Financial and insurance services,"1,350.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,"Rental, hiring and real estate services","1,039.9",,,,,,,,,,,,,,
2016,   Victoria,Total employees,"Professional, scientific and technical services","1,495.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Administrative and support services,"1,138.2",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Education and training,"1,379.8",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Arts and recreation services,"1,200.0",,,,,,,,,,,,,,
2016,   Victoria,Total employees,Other services,"1,000.0",,,,,,,,,,,,,,
2016,   Queensland,Total employees,"Agriculture, forestry and fishing",973.1,,,,,,,,,,,,,,
2016,   Queensland,Total employees,Mining,"2,005.3",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Manufacturing,"1,100.0",,,,,,,,,,,,,,
2016,   Queensland,Total employees,"Electricity, gas, water and waste services","1,493.9",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Construction,"1,249.1",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Wholesale trade,"1,197.4",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Retail trade,957.3,,,,,,,,,,,,,,
2016,   Queensland,Total employees,Accommodation and food services,986.0,,,,,,,,,,,,,,
2016,   Queensland,Total employees,"Transport, postal and warehousing","1,300.0",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Information Media and telecommunications,"1,204.0",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Financial and insurance services,"1,257.9",,,,,,,,,,,,,,
2016,   Queensland,Total employees,"Rental, hiring and real estate services","1,057.4",,,,,,,,,,,,,,
2016,   Queensland,Total employees,"Professional, scientific and technical services","1,332.6",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Administrative and support services,"1,055.2",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Public administration and safety,"1,349.3",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Education and training,"1,400.5",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Health care and social assistance,"1,116.2",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Arts and recreation services,"1,005.1",,,,,,,,,,,,,,
2016,   Queensland,Total employees,Other services,"1,101.1",,,,,,,,,,,,,,
2016,   South Australia,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Mining,"2,173.6",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Manufacturing,"1,236.3",,,,,,,,,,,,,,
2016,   South Australia,Total employees,"Electricity, gas, water and waste services","1,487.3",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Construction,"1,150.0",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Wholesale trade,"1,057.3",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Retail trade,900.0,,,,,,,,,,,,,,
2016,   South Australia,Total employees,Accommodation and food services,"1,037.1",,,,,,,,,,,,,,
2016,   South Australia,Total employees,"Transport, postal and warehousing","1,211.4",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Information Media and telecommunications,"1,200.0",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Financial and insurance services,"1,222.8",,,,,,,,,,,,,,
2016,   South Australia,Total employees,"Rental, hiring and real estate services","1,102.0",,,,,,,,,,,,,,
2016,   South Australia,Total employees,"Professional, scientific and technical services","1,281.2",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Administrative and support services,"1,099.4",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Public administration and safety,"1,495.0",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Education and training,"1,472.1",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Health care and social assistance,"1,118.6",,,,,,,,,,,,,,
2016,   South Australia,Total employees,Arts and recreation services,986.1,,,,,,,,,,,,,,
2016,   South Australia,Total employees,Other services,"1,013.4",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,381.4",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Mining,"2,113.5",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Manufacturing,"1,346.2",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,727.7",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Construction,"1,300.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Wholesale trade,"1,333.1",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Accommodation and food services,957.4,,,,,,,,,,,,,,
2016,   Western Australia,Total employees,"Transport, postal and warehousing","1,492.8",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Information Media and telecommunications,"1,295.6",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Financial and insurance services,"1,471.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,"Rental, hiring and real estate services","1,250.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,"Professional, scientific and technical services","1,600.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Administrative and support services,"1,166.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Public administration and safety,"1,412.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Education and training,"1,534.5",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Health care and social assistance,"1,301.0",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Arts and recreation services,"1,196.8",,,,,,,,,,,,,,
2016,   Western Australia,Total employees,Other services,"1,000.0",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Mining,"1,682.1",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Manufacturing,"1,150.0",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,587.0",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Construction,"1,051.6",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Wholesale trade,"1,135.7",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Retail trade,900.0,,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Accommodation and food services,920.8,,,,,,,,,,,,,,
2016,   Tasmania,Total employees,"Transport, postal and warehousing","1,283.0",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Information Media and telecommunications,"1,346.8",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Financial and insurance services,"1,255.3",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,"Rental, hiring and real estate services",993.9,,,,,,,,,,,,,,
2016,   Tasmania,Total employees,"Professional, scientific and technical services","1,276.1",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Administrative and support services,"1,024.4",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Public administration and safety,"1,350.4",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Education and training,"1,549.5",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Health care and social assistance,"1,245.7",,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Arts and recreation services,977.2,,,,,,,,,,,,,,
2016,   Tasmania,Total employees,Other services,889.6,,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,"Agriculture, forestry and fishing","1,439.5",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Mining,"2,253.6",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Manufacturing,"1,408.5",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,"Electricity, gas, water and waste services","1,424.1",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Construction,"1,605.5",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Wholesale trade,"1,370.3",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,"Transport, postal and warehousing","1,287.4",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Information Media and telecommunications,"1,198.1",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Financial and insurance services,"1,207.5",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,222.5",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,"Professional, scientific and technical services","1,700.0",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Administrative and support services,"1,556.9",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Education and training,"1,350.1",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Health care and social assistance,"1,250.0",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Arts and recreation services,"1,166.6",,,,,,,,,,,,,,
2016,   Northern Territory,Total employees,Other services,"1,200.0",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Manufacturing,"1,295.9",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services","1,708.9",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Construction,"1,486.7",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Wholesale trade,"1,459.3",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Retail trade,896.6,,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Accommodation and food services,"1,073.8",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,373.9",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Information Media and telecommunications,"1,387.6",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Financial and insurance services,"1,273.0",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,602.6",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Administrative and support services,998.7,,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Public administration and safety,"1,643.1",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Education and training,"1,386.6",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Health care and social assistance,"1,400.0",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Arts and recreation services,"1,250.6",,,,,,,,,,,,,,
2016,   Australian Capital Territory,Total employees,Other services,"1,127.4",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,"Agriculture, forestry and fishing",999.4,,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Mining,"2,213.2",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Manufacturing,"1,132.2",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,524.5",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Wholesale trade,"1,309.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Retail trade,"1,055.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,"Transport, postal and warehousing","1,269.3",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Information Media and telecommunications,"1,418.5",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Financial and insurance services,"1,708.5",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,"Rental, hiring and real estate services","1,500.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,"Professional, scientific and technical services","1,726.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Administrative and support services,"1,108.5",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Education and training,"1,442.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Arts and recreation services,"1,100.2",,,,,,,,,,,,,,
2017,   New South Wales,Total employees,Other services,"1,098.6",,,,,,,,,,,,,,
2017,   Victoria,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Mining,"2,461.4",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Manufacturing,"1,150.7",,,,,,,,,,,,,,
2017,   Victoria,Total employees,"Electricity, gas, water and waste services","1,440.3",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Construction,"1,283.3",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Wholesale trade,"1,153.1",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Retail trade,"1,030.1",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Accommodation and food services,969.2,,,,,,,,,,,,,,
2017,   Victoria,Total employees,"Transport, postal and warehousing","1,300.0",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Information Media and telecommunications,"1,484.9",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Financial and insurance services,"1,500.0",,,,,,,,,,,,,,
2017,   Victoria,Total employees,"Rental, hiring and real estate services","1,238.6",,,,,,,,,,,,,,
2017,   Victoria,Total employees,"Professional, scientific and technical services","1,516.5",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Administrative and support services,"1,237.9",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Public administration and safety,"1,520.9",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Education and training,"1,461.1",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Health care and social assistance,"1,150.0",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Arts and recreation services,"1,286.8",,,,,,,,,,,,,,
2017,   Victoria,Total employees,Other services,"1,127.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,"Agriculture, forestry and fishing",922.6,,,,,,,,,,,,,,
2017,   Queensland,Total employees,Mining,"2,071.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Manufacturing,"1,197.1",,,,,,,,,,,,,,
2017,   Queensland,Total employees,"Electricity, gas, water and waste services","1,693.6",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Construction,"1,333.5",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Wholesale trade,"1,200.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Retail trade,998.3,,,,,,,,,,,,,,
2017,   Queensland,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,"Transport, postal and warehousing","1,347.9",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Information Media and telecommunications,"1,332.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Financial and insurance services,"1,250.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,"Rental, hiring and real estate services","1,100.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,"Professional, scientific and technical services","1,500.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Administrative and support services,997.8,,,,,,,,,,,,,,
2017,   Queensland,Total employees,Public administration and safety,"1,481.6",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Education and training,"1,516.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Arts and recreation services,"1,113.8",,,,,,,,,,,,,,
2017,   Queensland,Total employees,Other services,"1,064.7",,,,,,,,,,,,,,
2017,   South Australia,Total employees,"Agriculture, forestry and fishing",900.0,,,,,,,,,,,,,,
2017,   South Australia,Total employees,Mining,"1,909.7",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Manufacturing,"1,068.4",,,,,,,,,,,,,,
2017,   South Australia,Total employees,"Electricity, gas, water and waste services","1,603.4",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Construction,"1,151.4",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Wholesale trade,"1,197.9",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Accommodation and food services,910.1,,,,,,,,,,,,,,
2017,   South Australia,Total employees,"Transport, postal and warehousing","1,258.6",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Information Media and telecommunications,"1,260.9",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Financial and insurance services,"1,250.0",,,,,,,,,,,,,,
2017,   South Australia,Total employees,"Rental, hiring and real estate services",974.1,,,,,,,,,,,,,,
2017,   South Australia,Total employees,"Professional, scientific and technical services","1,199.5",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Administrative and support services,950.8,,,,,,,,,,,,,,
2017,   South Australia,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Education and training,"1,500.0",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Arts and recreation services,"1,212.3",,,,,,,,,,,,,,
2017,   South Australia,Total employees,Other services,"1,006.5",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,"Agriculture, forestry and fishing",982.7,,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Mining,"2,154.7",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Manufacturing,"1,343.8",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,612.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Wholesale trade,"1,230.1",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Retail trade,"1,100.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Accommodation and food services,950.0,,,,,,,,,,,,,,
2017,   Western Australia,Total employees,"Transport, postal and warehousing","1,424.6",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Information Media and telecommunications,"1,173.2",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Financial and insurance services,"1,395.7",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,"Rental, hiring and real estate services","1,378.6",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,"Professional, scientific and technical services","1,519.1",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Administrative and support services,"1,470.7",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Education and training,"1,611.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Health care and social assistance,"1,324.0",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Arts and recreation services,"1,114.9",,,,,,,,,,,,,,
2017,   Western Australia,Total employees,Other services,"1,182.1",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,111.0",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Mining,"1,954.3",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Manufacturing,"1,123.7",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,500.0",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Construction,"1,192.4",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Wholesale trade,"1,071.5",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Retail trade,900.0,,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Accommodation and food services,916.7,,,,,,,,,,,,,,
2017,   Tasmania,Total employees,"Transport, postal and warehousing","1,124.4",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Information Media and telecommunications,"1,147.0",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Financial and insurance services,"1,099.9",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,"Rental, hiring and real estate services","1,309.2",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,"Professional, scientific and technical services","1,138.5",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Administrative and support services,"1,024.2",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Public administration and safety,"1,344.6",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Education and training,"1,529.7",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Health care and social assistance,"1,243.1",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Arts and recreation services,"1,275.4",,,,,,,,,,,,,,
2017,   Tasmania,Total employees,Other services,941.9,,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Mining,"2,500.0",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Manufacturing,"1,500.0",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,"Electricity, gas, water and waste services","1,691.7",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Construction,"1,524.6",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Wholesale trade,961.1,,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Retail trade,"1,050.9",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Accommodation and food services,"1,100.0",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,"Transport, postal and warehousing","1,419.2",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Information Media and telecommunications,"1,252.3",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Financial and insurance services,"1,006.5",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,314.6",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,"Professional, scientific and technical services","1,270.3",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Administrative and support services,889.7,,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Public administration and safety,"1,465.1",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Education and training,"1,500.0",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Health care and social assistance,"1,314.1",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Arts and recreation services,"1,300.0",,,,,,,,,,,,,,
2017,   Northern Territory,Total employees,Other services,"1,200.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Manufacturing,"1,355.7",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services","2,404.6",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Construction,"1,311.8",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Wholesale trade,"1,162.1",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Accommodation and food services,950.0,,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,500.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Information Media and telecommunications,"1,371.5",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Financial and insurance services,"1,513.9",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,842.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Administrative and support services,"1,021.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Public administration and safety,"1,603.4",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Education and training,"1,730.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Health care and social assistance,"1,330.0",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Arts and recreation services,"1,431.3",,,,,,,,,,,,,,
2017,   Australian Capital Territory,Total employees,Other services,"1,287.2",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,028.3",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Mining,"1,876.6",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Manufacturing,"1,256.9",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,620.1",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Wholesale trade,"1,338.7",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Retail trade,"1,029.1",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Accommodation and food services,998.5,,,,,,,,,,,,,,
2018,   New South Wales,Total employees,"Transport, postal and warehousing","1,294.8",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Information Media and telecommunications,"1,671.1",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Financial and insurance services,"1,859.0",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,"Rental, hiring and real estate services","1,239.1",,,,,,,,,,,,,,
