Survey month,State and territory,Leave entitlements,Industry,Median Weekly Earnings,,,,,,,,,,,,,,
2020,   Victoria,Total employees,Mining,0.0,,,,,,,,,,,,,,
2020,   Victoria,Total employees,Manufacturing,"1,349.3",,,,,,,,,,,,,,
2020,   Victoria,Total employees,"Electricity, gas, water and waste services","1,824.9",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Wholesale trade,"1,299.9",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Retail trade,"1,125.0",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Accommodation and food services,996.1,,,,,,,,,,,,,,
2020,   Victoria,Total employees,"Transport, postal and warehousing","1,438.3",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Information Media and telecommunications,"1,714.6",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Financial and insurance services,"1,619.9",,,,,,,,,,,,,,
2020,   Victoria,Total employees,"Rental, hiring and real estate services","1,393.2",,,,,,,,,,,,,,
2020,   Victoria,Total employees,"Professional, scientific and technical services","1,597.2",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Administrative and support services,"1,201.0",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Public administration and safety,"1,698.3",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Education and training,"1,600.0",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Health care and social assistance,"1,400.0",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Arts and recreation services,"1,361.9",,,,,,,,,,,,,,
2020,   Victoria,Total employees,Other services,"1,250.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,"Agriculture, forestry and fishing",966.0,,,,,,,,,,,,,,
2020,   Queensland,Total employees,Mining,"2,301.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Manufacturing,"1,210.5",,,,,,,,,,,,,,
2020,   Queensland,Total employees,"Electricity, gas, water and waste services","1,617.8",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Construction,"1,423.4",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Wholesale trade,"1,259.9",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Retail trade,"1,056.9",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Accommodation and food services,960.4,,,,,,,,,,,,,,
2020,   Queensland,Total employees,"Transport, postal and warehousing","1,359.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Information Media and telecommunications,"1,613.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Financial and insurance services,"1,536.1",,,,,,,,,,,,,,
2020,   Queensland,Total employees,"Rental, hiring and real estate services",999.4,,,,,,,,,,,,,,
2020,   Queensland,Total employees,"Professional, scientific and technical services","1,441.6",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Administrative and support services,"1,147.7",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Education and training,"1,538.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Health care and social assistance,"1,360.3",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Arts and recreation services,"1,500.0",,,,,,,,,,,,,,
2020,   Queensland,Total employees,Other services,"1,117.1",,,,,,,,,,,,,,
2020,   South Australia,Total employees,"Agriculture, forestry and fishing",984.5,,,,,,,,,,,,,,
2020,   South Australia,Total employees,Mining,"2,086.8",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Manufacturing,"1,200.0",,,,,,,,,,,,,,
2020,   South Australia,Total employees,"Electricity, gas, water and waste services","1,405.0",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Construction,"1,192.7",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Wholesale trade,"1,250.4",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Retail trade,"1,074.1",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Accommodation and food services,"1,043.7",,,,,,,,,,,,,,
2020,   South Australia,Total employees,"Transport, postal and warehousing","1,233.8",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Information Media and telecommunications,"1,467.5",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Financial and insurance services,"1,514.4",,,,,,,,,,,,,,
2020,   South Australia,Total employees,"Rental, hiring and real estate services","1,113.4",,,,,,,,,,,,,,
2020,   South Australia,Total employees,"Professional, scientific and technical services","1,463.4",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Administrative and support services,"1,025.2",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Public administration and safety,"1,717.7",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Education and training,"1,575.9",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Health care and social assistance,"1,320.3",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Arts and recreation services,"1,101.1",,,,,,,,,,,,,,
2020,   South Australia,Total employees,Other services,"1,112.5",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,221.0",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Mining,"2,510.7",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Manufacturing,"1,444.8",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,"Electricity, gas, water and waste services","2,103.9",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Construction,"1,528.5",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Wholesale trade,"1,410.5",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Retail trade,"1,265.5",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Accommodation and food services,"1,032.1",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,"Transport, postal and warehousing","1,448.0",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Information Media and telecommunications,"1,535.2",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Financial and insurance services,"1,751.7",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,"Rental, hiring and real estate services","1,263.2",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,"Professional, scientific and technical services","1,787.2",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Administrative and support services,"1,237.7",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Public administration and safety,"1,750.0",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Education and training,"1,728.4",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Health care and social assistance,"1,512.6",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Arts and recreation services,"1,468.0",,,,,,,,,,,,,,
2020,   Western Australia,Total employees,Other services,"1,365.7",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,134.7",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Mining,"1,931.0",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Manufacturing,"1,285.9",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,482.4",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Construction,"1,154.4",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Wholesale trade,"1,176.4",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Retail trade,"1,018.2",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Accommodation and food services,"1,150.0",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,"Transport, postal and warehousing","1,212.1",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Information Media and telecommunications,"1,611.4",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Financial and insurance services,"1,391.7",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,"Rental, hiring and real estate services",901.5,,,,,,,,,,,,,,
2020,   Tasmania,Total employees,"Professional, scientific and technical services","1,339.7",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Administrative and support services,995.5,,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Public administration and safety,"1,572.0",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Education and training,"1,662.0",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Health care and social assistance,"1,324.8",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Arts and recreation services,"1,109.8",,,,,,,,,,,,,,
2020,   Tasmania,Total employees,Other services,947.4,,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Mining,"1,841.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Manufacturing,"1,300.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,"Electricity, gas, water and waste services","1,762.9",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Construction,"1,604.5",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Wholesale trade,"1,010.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Accommodation and food services,"1,188.9",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,"Transport, postal and warehousing","1,500.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Information Media and telecommunications,0.0,,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Financial and insurance services,"1,343.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,376.8",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,"Professional, scientific and technical services","1,657.5",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Administrative and support services,"1,219.7",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Public administration and safety,"1,550.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Education and training,"1,637.7",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Arts and recreation services,"1,147.3",,,,,,,,,,,,,,
2020,   Northern Territory,Total employees,Other services,"1,294.8",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Manufacturing,0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Construction,"1,377.1",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Wholesale trade,0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Retail trade,"1,104.7",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Accommodation and food services,"1,043.9",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,488.2",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Information Media and telecommunications,"2,062.2",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Financial and insurance services,"1,685.9",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,618.3",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Administrative and support services,"1,023.9",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Public administration and safety,"1,897.8",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Education and training,"1,786.4",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Health care and social assistance,"1,499.6",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Arts and recreation services,"1,241.9",,,,,,,,,,,,,,
2020,   Australian Capital Territory,Total employees,Other services,"1,275.6",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,212.5",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Mining,"2,653.7",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Manufacturing,"1,480.4",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,738.6",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Construction,"1,351.4",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Wholesale trade,"1,380.0",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Retail trade,"1,209.2",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Accommodation and food services,"1,088.0",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,"Transport, postal and warehousing","1,399.8",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Information Media and telecommunications,"1,750.7",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Financial and insurance services,"1,853.8",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,"Rental, hiring and real estate services","1,918.5",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,"Professional, scientific and technical services","1,682.4",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Administrative and support services,"1,358.3",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Public administration and safety,"1,803.8",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Education and training,"1,750.0",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Health care and social assistance,"1,350.2",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Arts and recreation services,"1,399.3",,,,,,,,,,,,,,
2021,   New South Wales,Total employees,Other services,"1,110.7",,,,,,,,,,,,,,
2021,   Victoria,Total employees,"Agriculture, forestry and fishing","1,307.4",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Mining,"2,483.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Manufacturing,"1,466.3",,,,,,,,,,,,,,
2021,   Victoria,Total employees,"Electricity, gas, water and waste services","1,759.9",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Wholesale trade,"1,376.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Retail trade,"1,200.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Accommodation and food services,"1,025.8",,,,,,,,,,,,,,
2021,   Victoria,Total employees,"Transport, postal and warehousing","1,299.3",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Information Media and telecommunications,"1,730.1",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Financial and insurance services,"1,922.4",,,,,,,,,,,,,,
2021,   Victoria,Total employees,"Rental, hiring and real estate services","1,396.6",,,,,,,,,,,,,,
2021,   Victoria,Total employees,"Professional, scientific and technical services","1,762.3",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Administrative and support services,"1,250.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Public administration and safety,"1,649.7",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Education and training,"1,537.9",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Health care and social assistance,"1,400.0",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Arts and recreation services,"1,402.8",,,,,,,,,,,,,,
2021,   Victoria,Total employees,Other services,"1,203.4",,,,,,,,,,,,,,
2021,   Queensland,Total employees,"Agriculture, forestry and fishing","1,307.4",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Mining,"2,301.0",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Manufacturing,"1,218.8",,,,,,,,,,,,,,
2021,   Queensland,Total employees,"Electricity, gas, water and waste services","1,829.1",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Construction,"1,314.4",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Wholesale trade,"1,464.5",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Retail trade,"1,043.5",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Accommodation and food services,"1,056.1",,,,,,,,,,,,,,
2021,   Queensland,Total employees,"Transport, postal and warehousing","1,438.1",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Information Media and telecommunications,"1,299.3",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Financial and insurance services,"1,639.7",,,,,,,,,,,,,,
2021,   Queensland,Total employees,"Rental, hiring and real estate services","1,330.1",,,,,,,,,,,,,,
2021,   Queensland,Total employees,"Professional, scientific and technical services","1,654.4",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Administrative and support services,"1,266.7",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Public administration and safety,"1,650.0",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Education and training,"1,647.7",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Health care and social assistance,"1,384.8",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Arts and recreation services,"1,073.3",,,,,,,,,,,,,,
2021,   Queensland,Total employees,Other services,"1,200.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,"Agriculture, forestry and fishing","1,236.6",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Mining,"2,032.9",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Manufacturing,"1,250.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,"Electricity, gas, water and waste services","1,717.7",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Construction,"1,294.9",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Wholesale trade,"1,270.1",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Retail trade,"1,058.3",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Accommodation and food services,"1,085.5",,,,,,,,,,,,,,
2021,   South Australia,Total employees,"Transport, postal and warehousing","1,341.8",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Information Media and telecommunications,"1,283.9",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Financial and insurance services,"1,600.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,"Rental, hiring and real estate services","1,275.3",,,,,,,,,,,,,,
2021,   South Australia,Total employees,"Professional, scientific and technical services","1,749.2",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Administrative and support services,"1,195.1",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Public administration and safety,"1,595.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Education and training,"1,700.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Health care and social assistance,"1,309.6",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Arts and recreation services,"1,112.0",,,,,,,,,,,,,,
2021,   South Australia,Total employees,Other services,"1,252.3",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,400.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Mining,"2,500.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Manufacturing,"1,545.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,835.2",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Construction,"1,558.3",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Wholesale trade,"1,442.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Retail trade,"1,261.4",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Accommodation and food services,"1,227.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,"Transport, postal and warehousing","1,500.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Information Media and telecommunications,"1,490.1",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Financial and insurance services,"1,622.2",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,"Rental, hiring and real estate services","1,560.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,"Professional, scientific and technical services","1,576.3",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Administrative and support services,"1,493.4",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Public administration and safety,"1,670.4",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Education and training,"1,554.0",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Health care and social assistance,"1,415.6",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Arts and recreation services,"1,288.3",,,,,,,,,,,,,,
2021,   Western Australia,Total employees,Other services,"1,290.3",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,140.2",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Mining,"1,883.5",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Manufacturing,"1,165.3",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,393.9",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Wholesale trade,"1,121.7",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Retail trade,"1,005.7",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Accommodation and food services,"1,055.6",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,"Transport, postal and warehousing","1,200.0",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Information Media and telecommunications,"1,179.1",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Financial and insurance services,"1,500.0",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,"Rental, hiring and real estate services","1,391.0",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,"Professional, scientific and technical services","1,506.7",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Administrative and support services,"1,212.8",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Public administration and safety,"1,633.5",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Education and training,"1,555.9",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Health care and social assistance,"1,332.8",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Arts and recreation services,"1,000.0",,,,,,,,,,,,,,
2021,   Tasmania,Total employees,Other services,"1,140.6",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Mining,"2,145.0",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Manufacturing,"1,296.6",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,"Electricity, gas, water and waste services","1,886.1",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Construction,"1,700.0",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Wholesale trade,"1,242.2",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Retail trade,"1,033.2",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Accommodation and food services,"1,092.0",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,"Transport, postal and warehousing","1,597.0",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Information Media and telecommunications,"1,224.3",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Financial and insurance services,"1,642.7",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,390.3",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,"Professional, scientific and technical services","1,750.1",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Administrative and support services,"1,251.4",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Public administration and safety,"1,756.1",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Education and training,"1,500.0",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Health care and social assistance,"1,729.1",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Arts and recreation services,"1,181.3",,,,,,,,,,,,,,
2021,   Northern Territory,Total employees,Other services,"1,094.1",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Manufacturing,"1,600.2",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Construction,"1,565.8",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Wholesale trade,0.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Retail trade,950.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Accommodation and food services,"1,044.5",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,487.7",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Information Media and telecommunications,"2,092.0",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Financial and insurance services,"1,758.1",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,744.8",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Administrative and support services,"1,358.6",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Public administration and safety,"2,003.2",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Education and training,"1,887.5",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Health care and social assistance,"1,574.7",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Arts and recreation services,"1,236.0",,,,,,,,,,,,,,
2021,   Australian Capital Territory,Total employees,Other services,"1,247.6",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,165.5",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Mining,"2,105.2",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Manufacturing,"1,438.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,842.3",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Construction,"1,400.1",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Wholesale trade,"1,438.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Retail trade,"1,154.7",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Accommodation and food services,"1,100.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,"Transport, postal and warehousing","1,438.4",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Information Media and telecommunications,"1,848.7",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Financial and insurance services,"2,110.4",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,"Rental, hiring and real estate services","1,184.1",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,"Professional, scientific and technical services","1,900.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Administrative and support services,"1,377.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Public administration and safety,"1,608.9",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Education and training,"1,730.8",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Health care and social assistance,"1,400.0",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Arts and recreation services,"1,317.2",,,,,,,,,,,,,,
2022,   New South Wales,Total employees,Other services,"1,378.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,"Agriculture, forestry and fishing","1,300.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Mining,"1,834.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Manufacturing,"1,400.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,"Electricity, gas, water and waste services","2,000.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Construction,"1,450.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Wholesale trade,"1,476.9",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Retail trade,"1,247.4",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Accommodation and food services,"1,199.4",,,,,,,,,,,,,,
